S11,,S21,,S22,
5760000000,-5.818919737083874,5640000000,-51.72212698012423,5640000000,-1.0301370500700529
5784000000,-5.8192195248212,5664000000,-51.22379753221662,5664000000,-1.1674037698863131
5808000000,-5.818110830725068,5688000000,-51.13976619871181,5688000000,-1.213939915119802
5832000000,-5.822206980910629,5712000000,-51.48377046038924,5712000000,-1.2006745146807063
5856000000,-5.807088262479667,5736000000,-52.00267257127365,5736000000,-1.2150661937936107
5880000000,-5.876785585228681,5760000000,-51.81860058824023,5760000000,-1.1524355249332814
5904000000,-5.949422730505248,5784000000,-50.681424477242516,5784000000,-1.0125869889150962
5928000000,-5.933999939341653,5808000000,-49.486091810845934,5808000000,-0.9584892522761379
5952000000,-5.9381658656304666,5832000000,-48.93590873363182,5832000000,-0.9774571175306406
5976000000,-5.937058485693775,5856000000,-49.311128529708796,5856000000,-0.9443472620530926
6000000000,-5.937290859358441,5880000000,-50.430298376270486,5880000000,-1.0843251650949313
6024000000,-5.93747198214988,5904000000,-50.96017373248338,5904000000,-1.2301627876447228
6048000000,-5.936530646668253,5928000000,-50.55781137426548,5928000000,-1.1965099961551573
6072000000,-5.940048317744306,5952000000,-50.45432271528678,5952000000,-1.2153608478921427
6096000000,-5.92717688013574,5976000000,-50.4960287634275,5976000000,-1.163722430019483
6120000000,-5.981059972749819,6000000000,-50.0565757090629,6000000000,-1.024377670982787
6144000000,-6.067646380976569,6024000000,-49.48499397941539,6024000000,-0.9579222924878721
6168000000,-6.054676352607508,6048000000,-49.794073924769236,6048000000,-0.9768294444549781
6192000000,-6.047374051917835,6072000000,-51.08872783982845,6072000000,-0.9475011144712369
6216000000,-6.093393610433125,6096000000,-51.926506210817095,6096000000,-1.058880523420349
6240000000,-6.186519765387743,6120000000,-51.5192766913985,6120000000,-1.2307689691557826
6264000000,-6.17067326000506,6144000000,-50.27991030389451,6144000000,-1.198494590299795
6288000000,-6.174157160636952,6168000000,-49.333019626537464,6168000000,-1.207141564916462
6312000000,-6.1758919974152775,6192000000,-49.689118659795824,6192000000,-1.204831153314295
6336000000,-6.165834159400305,6216000000,-50.915696220096706,6216000000,-1.2054343386344613
6360000000,-6.205802865829227,6240000000,-51.75825175732224,6240000000,-1.2053258418074577
6384000000,-6.297114717962465,6264000000,-52.006923469237094,6264000000,-1.2051643714239333
6408000000,-6.316385947227431,6288000000,-51.140577844428904,6288000000,-1.2058960303452224
6432000000,-6.4229862176198935,6312000000,-50.17521490971093,6312000000,-1.2032144426034677
6456000000,-6.406886969188221,6336000000,-50.003071478012785,6336000000,-1.212894118268693
6480000000,-6.412497322171035,6360000000,-50.391939355258955,6360000000,-1.175292401050534
6504000000,-6.406130111328359,6384000000,-51.083914915640335,6384000000,-1.0752079729586228
6528000000,-6.426318626901512,6408000000,-51.87171371672362,6408000000,-1.0896779035051765
6552000000,-6.559009494372006,6432000000,-51.81763575850604,6432000000,-1.0879532790184214
6576000000,-6.654499061692938,6456000000,-52.58905463506325,6456000000,-1.0809218803186909
6600000000,-6.644934696722764,6480000000,-52.99027943173921,6480000000,-1.1109799139173475
6624000000,-6.648398573443785,6504000000,-53.08592136106253,6504000000,-1.2146929981891006
6648000000,-6.644062295277671,6528000000,-52.11119968683386,6528000000,-1.2079168589373808
6672000000,-6.6575549361078,6552000000,-50.47301131980264,6552000000,-1.185777794418037
6696000000,-6.786639192477686,6576000000,-49.4239425035514,6576000000,-1.0780658251044244
6720000000,-6.88919219758548,6600000000,-48.98523473269418,6600000000,-1.085163010010504
6744000000,-6.88280273024543,6624000000,-49.32266892033989,6624000000,-1.102719899126953
6768000000,-6.882142760125852,6648000000,-49.56610111090332,6648000000,-1.214510479307549
6792000000,-6.89005444416042,6672000000,-49.014176185648296,6672000000,-1.2028882020118132
6816000000,-7.0156845705014845,6696000000,-48.289366891165685,6696000000,-1.2061822180317563
6840000000,-7.12383731313016,6720000000,-47.66077385256628,6720000000,-1.2042493001768193
6864000000,-7.1202043370115575,6744000000,-47.871569649638715,6744000000,-1.2084746953766299
6888000000,-7.117836593959311,6768000000,-48.324176329425455,6768000000,-1.1945816295291323
6912000000,-7.128352526326708,6792000000,-48.39755275576549,6792000000,-1.0836628911120982
6936000000,-7.362385524824347,6816000000,-48.131666792774254,6816000000,-1.0786700852489517
6960000000,-7.355869866280862,6840000000,-47.66365970404091,6840000000,-0.9699575739841819
6984000000,-7.356780014835493,6864000000,-47.459942657016796,6864000000,-1.09300797522436
7008000000,-7.35734768656107,6888000000,-47.446708348983364,6888000000,-1.0856208112864536
7032000000,-7.474975330017543,6912000000,-46.95746271341987,6912000000,-1.0873284404425974
7056000000,-7.592781432871696,6936000000,-46.3712210388493,6936000000,-1.0869634639545964
7080000000,-7.5941123572247875,6960000000,-45.789456976811266,6960000000,-1.08698958694292
7104000000,-7.591666966265116,6984000000,-45.57033448692464,6984000000,-1.0871134499802722
7128000000,-7.705518957385856,7008000000,-46.046581314662916,7008000000,-1.0868481716814173
7152000000,-7.826721813962301,7032000000,-46.51380604888955,7032000000,-1.086925869372088
7176000000,-7.831918362077978,7056000000,-46.165613866064405,7056000000,-1.2042047566608929
7200000000,-7.826212047997721,7080000000,-45.47017847539226,7080000000,-1.207343366832312
7224000000,-7.93607312903665,7104000000,-44.412831269233465,7104000000,-1.089372138843089
7248000000,-8.060387454922655,7128000000,-43.814924611691126,7128000000,-1.0861592280446786
7272000000,-8.06969463290556,7152000000,-43.23247929421301,7152000000,-1.0873701650261296
7296000000,-8.061067195131642,7176000000,-42.74964563300402,7176000000,-1.086623907669967
7320000000,-8.166521144313634,7200000000,-42.60230445642709,7200000000,-1.0883274471015483
7344000000,-8.294299927248574,7224000000,-42.921296186340356,7224000000,-1.0816581677528347
7368000000,-8.305406671188578,7248000000,-43.502136134910856,7248000000,-1.1971357283692257
7392000000,-8.304145345517,7272000000,-43.81978642587619,7272000000,-1.2081427828626374
7416000000,-8.297172834045462,7296000000,-43.07901537971064,7296000000,-1.202877277838013
7440000000,-8.393997964316732,7320000000,-42.144597476034846,7320000000,-1.212408527796164
7464000000,-8.531871704971152,7344000000,-41.00239963509847,7344000000,-1.1012999320668726
7488000000,-8.523137455260127,7368000000,-39.962434864771254,7368000000,-1.0752186377726645
7512000000,-8.735150305880339,7392000000,-39.95514408840788,7392000000,-1.1920749789419673
7536000000,-8.787027676373114,7416000000,-40.2189104945807,7416000000,-1.208351703225155
7560000000,-8.775487556349304,7440000000,-40.26626523653559,7440000000,-1.2069613182351944
7584000000,-8.769097794029868,7464000000,-39.98677197861585,7464000000,-1.1951209004162067
7608000000,-8.858082394939373,7488000000,-39.329906226245825,7488000000,-1.307202283347074
7632000000,-8.992623917553026,7512000000,-38.60337069533027,7512000000,-1.3183882142226864
7656000000,-9.020364031857625,7536000000,-38.009367194648505,7536000000,-1.4189061195493338
7680000000,-9.002853710582698,7560000000,-37.34068791592152,7560000000,-1.448451615983089
7704000000,-9.089456368051572,7584000000,-36.60205340779447,7584000000,-1.438586882489055
7728000000,-9.224902844929133,7608000000,-36.113124486339174,7608000000,-1.4485187005510554
7752000000,-9.257900896570192,7632000000,-35.46232504333055,7632000000,-1.4185235057337522
7776000000,-9.238920851198671,7656000000,-34.831910796049314,7656000000,-1.6230679426705095
7800000000,-9.320121763478085,7680000000,-34.26457412283666,7680000000,-1.6928709578987622
7824000000,-9.457969774341166,7704000000,-33.6510073630303,7704000000,-1.6738851701016557
7848000000,-9.492164331084915,7728000000,-33.242249204853394,7728000000,-1.6821849710175343
7872000000,-9.486943299149907,7752000000,-32.89602029887216,7752000000,-1.6685026548775497
7896000000,-9.477425129281386,7776000000,-32.61597137858615,7776000000,-1.752496903778713
7920000000,-9.549112013017066,7800000000,-32.42311341359742,7800000000,-1.8788297282603779
7944000000,-9.688852388163568,7824000000,-31.998272571070558,7824000000,-1.989428743360925
7968000000,-9.73017662724181,7848000000,-31.674338858862626,7848000000,-2.1230493536803294
7992000000,-9.721096072705429,7872000000,-31.45735458696224,7872000000,-2.149350965351026
8016000000,-9.7224299607985,7896000000,-31.266718803763,7896000000,-2.2150439931598953
8040000000,-9.72634137225053,7920000000,-31.319337055543016,7920000000,-2.3525259632542586
8064000000,-9.709402984121802,7944000000,-31.39974020907414,7944000000,-2.408207191100246
8088000000,-9.792332694959818,7968000000,-31.280373291307612,7968000000,-2.3131823415505366
8112000000,-9.839006499624887,7992000000,-31.348663502504692,7992000000,-2.2610888921128662
8136000000,-9.905224407254373,8016000000,-31.747448994993107,8016000000,-2.2694265273114596
8160000000,-9.956589105545874,8040000000,-32.2813980245693,8040000000,-2.2813882044937372
8184000000,-10.028117149213188,8064000000,-32.951815546217276,8064000000,-2.204689900311564
8208000000,-10.032134794818951,8088000000,-33.60603849431911,8088000000,-2.133997203813948
8232000000,-9.943066224893037,8112000000,-34.12734513653844,8112000000,-2.1789468317419605
8256000000,-9.966768073759482,8136000000,-34.51899424567418,8136000000,-2.0266467822937173
8280000000,-9.946890159809328,8160000000,-34.89931219406891,8160000000,-1.885574340077497
8304000000,-10.012946483998476,8184000000,-35.498294047559014,8184000000,-1.9453289698853524
8328000000,-10.089364456941183,8208000000,-36.25007800610929,8208000000,-1.7960205136264307
8352000000,-10.077308075481035,8232000000,-37.2116097645867,8232000000,-1.654850625040737
8376000000,-10.068038489843616,8256000000,-38.186507419424885,8256000000,-1.6849023913139476
8400000000,-10.1247964419723,8280000000,-38.92456176422975,8280000000,-1.676839335569646
8424000000,-10.208819506628615,8304000000,-39.59912898169024,8304000000,-1.6787656597232754
8448000000,-10.192672285931195,8328000000,-40.0345513542548,8328000000,-1.679175746033593
8472000000,-10.196785702298811,8352000000,-40.15474861896223,8352000000,-1.6756530874188087
8496000000,-10.196487705176395,8376000000,-40.052814756778844,8376000000,-1.6891032137681634
8520000000,-10.193638232948928,8400000000,-40.10577985888574,8400000000,-1.631287502258516
8544000000,-10.205047073538218,8424000000,-40.90180853008181,8424000000,-1.5473006988597504
8568000000,-10.158574919181703,8448000000,-42.19058763188691,8448000000,-1.5643447898411438
8592000000,-10.064991985515142,8472000000,-43.40892500104091,8472000000,-1.5566836131920496
8616000000,-10.081700806624816,8496000000,-44.34090411627645,8496000000,-1.5699816707918117
8640000000,-10.07471958142709,8520000000,-44.58633301036092,8520000000,-1.519817002343835
8664000000,-10.085717350473558,8544000000,-44.3302579578701,8544000000,-1.4294134734011124
8688000000,-10.046912856052366,8568000000,-44.4735928114728,8568000000,-1.4446285868961866
8712000000,-9.947324269186836,8592000000,-44.91673801254356,8592000000,-1.4434498580877602
8736000000,-9.962997346044858,8616000000,-45.54798336103711,8616000000,-1.4333302666167427
8760000000,-9.957313471508058,8640000000,-46.288943241577456,8640000000,-1.4773459804009974
8784000000,-9.96432951382868,8664000000,-47.12924243932103,8664000000,-1.5652180041883454
8808000000,-9.941138609927727,8688000000,-47.90599897239274,8688000000,-1.5862850543731213
8832000000,-9.80691220505949,8712000000,-48.632413058911695,8712000000,-1.6966884602057561
8856000000,-9.715233629320572,8736000000,-49.44691085254264,8736000000,-1.6538362650085006
8880000000,-9.723897059252579,8760000000,-50.34320926957088,8760000000,-1.522473382626906
8904000000,-9.725937893793727,8784000000,-51.78403603760229,8784000000,-1.433366917887085
8928000000,-9.709444399352321,8808000000,-53.33493451480392,8808000000,-1.4437860404306946
8952000000,-9.57765062937736,8832000000,-53.83346964082996,8832000000,-1.4427612169164092
8976000000,-9.480106289401029,8856000000,-53.188477166937176,8856000000,-1.4369417094932828
9000000000,-9.48591906499324,8880000000,-51.98625177130488,8880000000,-1.4611368830247713
9024000000,-9.492993807671738,8904000000,-50.56979980702958,8904000000,-1.57542751266989
9048000000,-9.461000785027394,8928000000,-50.53757469511187,8928000000,-1.539252040662113
9072000000,-9.234888945695722,8952000000,-51.53633287719346,8952000000,-1.4330805879748496
9096000000,-9.252013671672735,8976000000,-52.32545472889353,8976000000,-1.4439927653377893
9120000000.000002,-9.253659434707437,9000000000,-52.78560016411792,9000000000,-1.4420794402305788
9144000000,-9.233124066222885,9024000000,-52.52654658119148,9024000000,-1.4394503142040875
9168000000,-9.001455188675173,9048000000,-52.71232425813422,9048000000,-1.4512011924785995
9192000000,-9.017031696162107,9072000000,-53.22876408291849,9072000000,-1.5793512537226277
9216000000.000002,-9.008336004754057,9096000000,-53.90453926613381,9096000000,-1.683740561227225
9239999999.999998,-8.88653432110408,9120000000.000002,-53.9312801790355,9120000000.000002,-1.6771520714608812
9264000000,-8.773907741414142,9144000000,-53.29699944811115,9144000000,-1.6790374676615087
9288000000,-8.777510941127488,9168000000,-52.32693101791304,9168000000,-1.6777628356184238
9312000000,-8.774928111698792,9192000000,-51.02440456633782,9192000000,-1.680716888448778
9335999999.999998,-8.655818288708083,9216000000.000002,-50.173094810605335,9216000000.000002,-1.6714932106218185
9360000000,-8.539662818564949,9239999999.999998,-51.11168682278216,9239999999.999998,-1.5610128221315307
9384000000,-8.540072167397007,9264000000,-53.363781544084475,9264000000,-1.682549431700025
9408000000,-8.42389517655677,9288000000,-55.195837216990654,9288000000,-1.6776561520802957
9432000000.000002,-8.304973295616051,9312000000,-55.60971623677932,9312000000,-1.6786797071784676
9456000000,-8.301356550705592,9335999999.999998,-54.29338026675339,9335999999.999998,-1.678485519640013
9480000000,-8.309867987128271,9360000000,-52.42006697724214,9360000000,-1.6785152782427417
9504000000,-8.075711474923743,9384000000,-51.015309431380516,9384000000,-1.6785134942470208
9528000000.000002,-8.064358437998358,9408000000,-50.07352597852599,9408000000,-1.6785122600141307
9551999999.999998,-8.064946433006838,9432000000.000002,-49.81730449323807,9432000000.000002,-1.6785130271747661
9576000000,-8.07733708712648,9456000000,-50.6188208668479,9456000000,-1.6785128967773844
9600000000,-7.847943546235747,9480000000,-51.34906200048731,9480000000,-1.6785119856959483
9624000000,-7.821476789005452,9504000000,-51.269030768086154,9504000000,-1.6785166420569908
9647999999.999998,-7.845876615035799,9528000000.000002,-50.70338182582678,9528000000.000002,-1.6784961826339284
9672000000,-7.615857910851396,9551999999.999998,-50.078419308727604,9551999999.999998,-1.6785830777124175
9696000000,-7.588128962002337,9576000000,-50.36374362409779,9576000000,-1.6782212522190534
9720000000,-7.5909053041056325,9600000000,-51.047368770857716,9600000000,-1.6797055971194084
9744000000.000002,-7.610296397521985,9624000000,-51.883974199283074,9624000000,-1.6736879958429824
9768000000,-7.3903031962905885,9647999999.999998,-52.36718258320677,9647999999.999998,-1.7790607598021992
9792000000,-7.342868896081612,9672000000,-53.04746124720718,9672000000,-1.9070912843330206
9816000000,-7.379278744352419,9696000000,-53.65066989252965,9696000000,-1.9155291061360131
9840000000.000002,-7.158370213510835,9720000000,-54.314284529860956,9720000000,-1.9222583687062738
9863999999.999998,-7.110534857970038,9744000000.000002,-55.24174973315239,9744000000.000002,-1.8142272447140897
9888000000,-7.121063483332975,9768000000,-55.9292988429447,9768000000,-1.7833951765312293
9912000000,-7.127540265751428,9792000000,-55.911502811235366,9792000000,-1.8991840340716095
9936000000,-7.037918797660176,9816000000,-55.58204504626708,9816000000,-1.9194551202259547
9959999999.999998,-6.902720353153441,9840000000.000002,-55.25061452180516,9840000000.000002,-1.913879452811777
9984000000,-6.879443769944764,9863999999.999998,-55.66308030683216,9863999999.999998,-1.9154521073817463
10008000000,-6.88269663511204,9888000000,-55.55285328202039,9888000000,-1.915044505115283
10032000000,-6.892121134928928,9912000000,-54.5838925613416,9912000000,-1.915016722479173
10056000000.000002,-6.808476291045935,9936000000,-53.66460958419897,9936000000,-1.9155690016985787
10080000000,-6.671498644646128,9959999999.999998,-54.05836993901032,9959999999.999998,-1.913342212765059
10104000000,-6.641052329868934,9984000000,-55.023727516924566,9984000000,-1.9218337132342924
10128000000,-6.649354601886074,10008000000,-54.988824576932856,10008000000,-1.8896361786667697
10152000000.000002,-6.644159369543772,10032000000,-54.08901515076208,10032000000,-2.099147914872141
10175999999.999998,-6.656467636087676,10056000000.000002,-52.696567842557286,10056000000.000002,-2.1422999495400674
10200000000,-6.580359784935652,10080000000,-51.67098864988087,10080000000,-2.319749853963117
10224000000,-6.441509130693014,10104000000,-51.14268075676013,10104000000,-2.405952968123053
10248000000,-6.403513216078494,10128000000,-50.783349196203986,10128000000,-2.381715688202654
10271999999.999998,-6.412396120361954,10152000000.000002,-51.0359342072186,10152000000.000002,-2.3965475904564997
10296000000,-6.4099374029322504,10175999999.999998,-51.55590019270973,10175999999.999998,-2.361963911377188
10320000000,-6.410688470781281,10200000000,-50.75642605235275,10200000000,-2.5496755499011527
10344000000,-6.410196159753561,10224000000,-49.735353501808405,10224000000,-2.6340986399240975
10368000000.000002,-6.4113964515115995,10248000000,-48.37642626143854,10248000000,-2.683684534822099
10392000000,-6.407110935239167,10271999999.999998,-47.91234715541644,10271999999.999998,-2.829575664206203
10416000000,-6.422963487772954,10296000000,-48.68350992765214,10296000000,-2.868408517583916
10440000000,-6.345162642418714,10320000000,-50.00138527533382,10320000000,-2.8596578679358586
10464000000.000002,-6.280806380553692,10344000000,-52.060199700685885,10344000000,-2.8618442683472978
10487999999.999998,-6.295288158983311,10368000000.000002,-53.765165115327704,10368000000.000002,-2.8620262401021606
10512000000,-6.291278351917413,10392000000,-55.09816964357324,10392000000,-2.859079676286072
10536000000,-6.292637489331973,10416000000,-55.50180384680445,10416000000,-2.8706314400437662
10560000000,-6.291272112556669,10440000000,-54.47140170562186,10440000000,-2.808589089777797
10583999999.999998,-6.295314447265028,10464000000.000002,-53.198843299282714,10464000000.000002,-2.6679311636927636
10608000000,-6.280702317812477,10487999999.999998,-52.07857518602084,10487999999.999998,-2.6165196271312965
10632000000,-6.346042800715146,10512000000,-51.670797364838094,10512000000,-2.626983466823816
10656000000,-6.422909352967693,10536000000,-52.07242038807648,10536000000,-2.6250827798612164
10680000000.000002,-6.407126925477947,10560000000,-52.51879538976941,10560000000,-2.6221281495474145
10704000000,-6.411380063814271,10583999999.999998,-52.72565162192463,10583999999.999998,-2.6357156152206755
10728000000,-6.410246675676419,10608000000,-52.907966768950644,10608000000,-2.572495884788559
10752000000,-6.410505830776344,10632000000,-53.40525611149502,10632000000,-2.4837189561307085
10776000000.000002,-6.410603914197701,10656000000,-53.97785987949574,10656000000,-2.5596058732695823
10799999999.999998,-6.409965178299657,10680000000.000002,-54.68720864851919,10680000000.000002,-2.6466687843061862
10824000000,-6.412369379602183,10704000000,-55.389959380668074,10704000000,-2.5750834321474088
10848000000,-6.403593596650495,10728000000,-55.07906151741271,10728000000,-2.4842160371599604
10872000000,-6.441027403625576,10752000000,-53.996263572334826,10752000000,-2.5567159121875562
10895999999.999998,-6.5799731048214625,10776000000.000002,-52.93522063452157,10776000000.000002,-2.6361064715949354
10920000000,-6.655880625534735,10799999999.999998,-52.3151978330514,10799999999.999998,-2.624178594747086
10944000000,-6.646233489059199,10824000000,-52.597017304290375,10824000000,-2.616795849212693
10968000000,-6.64186964789409,10848000000,-52.727501555202636,10848000000,-2.6633079369704262
10992000000.000002,-6.671556786290765,10872000000,-52.23964707476604,10872000000,-2.765134843896348
11016000000,-6.810790323895333,10895999999.999998,-52.14722088306736,10895999999.999998,-2.701532089799649
11040000000,-6.887269436613501,10920000000,-52.53748880300681,10920000000,-2.6127249602294995
11064000000,-6.9028375126389605,10944000000,-52.433523616897105,10944000000,-2.629683491258092
11088000000.000002,-7.04356134585521,10968000000,-51.91368926688334,10968000000,-2.618097505504707
11111999999.999998,-7.1234690452977105,10992000000.000002,-52.000273420007275,10992000000.000002,-2.6501874337998785
11136000000,-7.138288210074911,11016000000,-52.98902008392537,11016000000,-2.787047453676223
11160000000,-7.269543393892064,11040000000,-54.27418709817614,11040000000,-2.870404763524398
11184000000,-7.382875899287065,11064000000,-55.51714996507346,11064000000,-2.8591499755195997
11207999999.999998,-7.501069272997611,11088000000.000002,-54.96426731382894,11088000000.000002,-2.8621235059531287
11232000000,-7.617435236436194,11111999999.999998,-53.147043874491104,11111999999.999998,-2.861351779482746
11256000000,-7.736236788486828,11136000000,-51.86429601938413,11136000000,-2.861506711016972
11280000000,-7.84750819661307,11160000000,-50.39222414104597,11160000000,-2.8616390084807293
11304000000.000002,-7.985573499913436,11184000000,-50.32908158498044,11184000000,-2.8609883613850258
11328000000,-8.214362175218277,11207999999.999998,-49.56385127345122,11207999999.999998,-2.863345312360103
11352000000,-8.316570916767617,11232000000,-48.95206551016787,11232000000,-2.8549880200296585
11376000000,-8.448913467450502,11256000000,-47.98411115219061,11256000000,-2.8853837495757304
11400000000.000002,-8.69465110753707,11280000000,-47.41957796074142,11280000000,-2.9717577495763265
11423999999.999998,-8.912661451436833,11304000000.000002,-47.667115592980124,11304000000.000002,-2.849519205618158
11448000000,-9.032979752373222,11328000000,-48.45205732450023,11328000000,-2.864588345109219
11472000000,-9.276519337020929,11352000000,-49.51069986581611,11352000000,-2.8607265057068147
11496000000,-9.505837171417348,11376000000,-50.25358987800651,11376000000,-2.8616569949815087
11519999999.999998,-9.749617163519737,11400000000.000002,-50.233578019550464,11400000000.000002,-2.8616243000185264
11544000000,-10.100128488451652,11423999999.999998,-49.34209825886549,11423999999.999998,-2.8609321705320667
11568000000,-10.326972890331852,11448000000,-48.281153453090326,11448000000,-2.8634862196572968
11592000000,-10.566988793759009,11472000000,-48.360085629466525,11472000000,-2.854699051312096
11616000000.000002,-10.92139829815892,11496000000,-51.243456717649835,11496000000,-2.7296455420280026
11640000000,-11.271944519113944,11519999999.999998,-52.925893732641384,11519999999.999998,-2.619571247549956
11664000000,-11.623434067095225,11544000000,-54.35979251800981,11544000000,-2.630430610945325
11688000000,-11.974484455458892,11568000000,-53.64150602359898,11568000000,-2.752109222528567
11712000000.000002,-12.325921616878666,11592000000,-51.840461404213286,11592000000,-2.8650111771040017
11735999999.999998,-12.793567858299099,11616000000.000002,-50.02763437055238,11616000000.000002,-2.8584424359760376
11760000000,-13.379525768941335,11640000000,-50.19598648251467,11640000000,-2.7385083028237602
11784000000,-13.850419009937752,11664000000,-50.41936897029373,11664000000,-2.6238003355662656
11808000000,-14.315198159728887,11688000000,-50.41700226765964,11688000000,-2.624949712075626
11831999999.999998,-14.898178071403535,11712000000.000002,-50.29926468756335,11712000000.000002,-2.6249502810651464
11856000000,-15.481894177157542,11735999999.999998,-50.06587278776796,11735999999.999998,-2.6262181973285763
11880000000,-16.173889716636197,11760000000,-49.713276373995186,11760000000,-2.3913708949481887
11904000000,-16.99122130811054,11784000000,-49.58969675623938,11784000000,-2.3866497443003354
11928000000.000002,-17.803528283874982,11808000000,-49.69773257961144,11808000000,-2.3907987895711287
11952000000,-18.82981032065696,11831999999.999998,-50.04471139849598,11831999999.999998,-2.277346883148084
11976000000,-19.767040087320467,11856000000,-50.392562506778305,11856000000,-2.155405574165499
,,11880000000,-50.860872217948824,11880000000,-2.1505438860240886
,,11904000000,-51.12313309565282,11904000000,-2.1520718459861428
,,11928000000.000002,-50.850409975486215,11928000000.000002,-2.151597470643466
,,11952000000,-49.52254625705187,11952000000,-2.151748530361253
,,11976000000,-48.29044089933066,11976000000,-2.1516763799400636
